!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM       UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
351   27    26    2.4313E-11 3.1769E-11 4.4500E-11 5.5560E-11 7.0299E-11 8.4404E-11 9.6097E-11 1.1119E-10 1.3020E-10 1.4272E-10 1.5600E-10 1.8198E-10 2.0300E-10 2.3000E-10 2.6000E-10 2.7600E-10 2.8900E-10 2.9500E-10 2.8800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 
352   28    1     3.1063E-17 3.5554E-17 4.2146E-17 4.7143E-17 5.3088E-17 6.0763E-17 6.6872E-17 7.6539E-17 9.0731E-17 1.0149E-16 1.1429E-16 1.3081E-16 1.4396E-16 1.6477E-16 1.9532E-16 2.1848E-16 2.4604E-16 2.8160E-16 3.0992E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 
353   28    2     5.3982E-17 6.1786E-17 7.3242E-17 8.1925E-17 9.2257E-17 1.0559E-16 1.1621E-16 1.3301E-16 1.5767E-16 1.7637E-16 1.9861E-16 2.2732E-16 2.5017E-16 2.8634E-16 3.3944E-16 3.7968E-16 4.2756E-16 4.8937E-16 5.3857E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 
354   28    3     9.3814E-17 1.0737E-16 1.2728E-16 1.4237E-16 1.6032E-16 1.8350E-16 2.0195E-16 2.3114E-16 2.7400E-16 3.0649E-16 3.4514E-16 3.9503E-16 4.3475E-16 4.9760E-16 5.8987E-16 6.5981E-16 7.4302E-16 8.5043E-16 9.3593E-16 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 
355   28    4     1.6303E-16 1.8659E-16 2.2119E-16 2.4741E-16 2.7861E-16 3.1889E-16 3.5095E-16 4.0168E-16 4.7616E-16 5.3262E-16 5.9979E-16 6.8650E-16 7.5552E-16 8.6473E-16 1.0251E-15 1.1466E-15 1.2912E-15 1.4779E-15 1.6265E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 
356   28    5     2.8331E-16 3.2426E-16 3.8438E-16 4.2995E-16 4.8417E-16 5.5416E-16 6.0988E-16 6.9804E-16 8.2748E-16 9.2559E-16 1.0423E-15 1.1930E-15 1.3129E-15 1.5027E-15 1.7814E-15 1.9926E-15 2.2439E-15 2.5683E-15 2.8265E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 
357   28    6     4.9231E-16 5.6348E-16 6.6797E-16 7.4717E-16 8.4140E-16 9.6300E-16 1.0598E-15 1.2131E-15 1.4380E-15 1.6085E-15 1.8113E-15 2.0732E-15 2.2816E-15 2.6114E-15 3.0957E-15 3.4627E-15 3.8994E-15 4.4631E-15 4.9118E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 
358   28    7     8.5553E-16 9.7921E-16 1.1608E-15 1.2984E-15 1.4622E-15 1.6736E-15 1.8418E-15 2.1081E-15 2.4989E-15 2.7952E-15 3.1478E-15 3.6028E-15 3.9650E-15 4.5382E-15 5.3797E-15 6.0175E-15 6.7764E-15 7.7560E-15 8.5358E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 
359   28    8     1.4867E-15 1.7016E-15 2.0172E-15 2.2564E-15 2.5410E-15 2.9083E-15 3.2007E-15 3.6634E-15 4.3427E-15 4.8576E-15 5.4702E-15 6.2610E-15 6.8904E-15 7.8865E-15 9.3488E-15 1.0457E-14 1.1776E-14 1.3478E-14 1.4833E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 
360   28    9     2.5838E-15 2.9573E-15 3.5056E-15 3.9212E-15 4.4157E-15 5.0541E-15 5.5622E-15 6.3662E-15 7.5467E-15 8.4415E-15 9.5061E-15 1.0880E-14 1.1974E-14 1.3705E-14 1.6246E-14 1.8173E-14 2.0464E-14 2.3423E-14 2.5778E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 
361   28    10    4.4900E-15 5.1391E-15 6.0920E-15 6.8143E-15 7.6736E-15 8.7829E-15 9.6659E-15 1.1063E-14 1.3115E-14 1.4670E-14 1.6520E-14 1.8908E-14 2.0809E-14 2.3817E-14 2.8233E-14 3.1580E-14 3.5563E-14 4.0704E-14 4.4796E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 
362   28    11    7.8035E-15 8.9313E-15 1.0587E-14 1.1842E-14 1.3335E-14 1.5263E-14 1.6797E-14 1.9226E-14 2.2791E-14 2.5493E-14 2.8708E-14 3.2858E-14 3.6161E-14 4.1389E-14 4.9063E-14 5.4880E-14 6.1802E-14 7.0736E-14 7.7847E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 
363   28    12    7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 1.0508E-14 1.2900E-14 2.3200E-14 5.5200E-14 9.2100E-14 1.4400E-13 2.1100E-13 2.4900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 
364   28    13    2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.5471E-14 2.7300E-14 4.4700E-14 1.1700E-13 2.1300E-13 3.6400E-13 5.7700E-13 7.1200E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 
365   28    14    8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 1.0637E-13 1.2400E-13 1.8000E-13 3.4400E-13 5.3100E-13 8.0900E-13 1.1900E-12 1.4200E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 
366   28    15    1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3802E-13 1.4400E-13 1.8900E-13 3.7000E-13 6.0300E-13 9.6400E-13 1.4700E-12 1.7800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 
367   28    16    4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 5.1528E-13 6.0600E-13 7.8600E-13 1.1600E-12 1.5200E-12 1.9900E-12 2.5900E-12 2.9200E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 
368   28    17    4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 5.1621E-13 5.3800E-13 6.0400E-13 8.7600E-13 1.2400E-12 1.8300E-12 2.6500E-12 3.1600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 
369   28    18    1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.7735E-12 2.1300E-12 2.7400E-12 3.6900E-12 4.3800E-12 5.1200E-12 5.9100E-12 6.2700E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 
370   28    19    1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.6415E-12 1.7500E-12 1.8800E-12 2.2200E-12 2.6900E-12 3.5000E-12 4.7000E-12 5.4600E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 
371   28    20    4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 5.1494E-12 6.1600E-12 7.6800E-12 9.7400E-12 1.1000E-11 1.2200E-11 1.3300E-11 1.3600E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 
372   28    21    4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.7739E-12 5.1500E-12 5.4500E-12 5.8700E-12 6.4300E-12 7.4800E-12 9.2000E-12 1.0300E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 
373   28    22    1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.4384E-11 1.7400E-11 2.1200E-11 2.5100E-11 2.7000E-11 2.8400E-11 2.9600E-11 2.9900E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 
374   28    23    2.0067E-11 1.9218E-11 1.8200E-11 1.7559E-11 1.6904E-11 1.6134E-11 1.5609E-11 1.4851E-11 1.3896E-11 1.3267E-11 1.2600E-11 1.3844E-11 1.4800E-11 1.5100E-11 1.5300E-11 1.5800E-11 1.7500E-11 2.0700E-11 2.2900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 
375   28    24    2.5516E-11 2.5925E-11 2.6450E-11 2.6801E-11 2.7179E-11 2.7603E-11 2.7908E-11 2.8334E-11 2.8871E-11 2.9225E-11 2.9600E-11 3.9656E-11 4.8800E-11 6.0900E-11 7.4300E-11 8.1200E-11 8.6800E-11 9.0400E-11 8.9800E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 
376   28    25    4.5206E-11 4.4352E-11 4.3300E-11 4.2621E-11 4.1912E-11 4.1094E-11 4.0523E-11 3.9711E-11 3.8688E-11 3.8014E-11 3.7300E-11 4.0370E-11 4.2700E-11 4.4100E-11 4.5900E-11 4.8300E-11 5.2400E-11 5.8000E-11 6.0500E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 
377   28    26    3.6433E-11 4.0664E-11 4.6700E-11 5.1157E-11 5.6348E-11 6.1806E-11 6.5997E-11 7.1641E-11 7.8752E-11 8.3435E-11 8.8400E-11 1.1471E-10 1.3800E-10 1.7100E-10 2.1800E-10 2.5100E-10 2.8800E-10 3.2400E-10 3.3700E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 
378   28    27    2.4313E-11 3.1769E-11 4.4500E-11 5.5560E-11 7.0299E-11 8.4404E-11 9.6097E-11 1.1119E-10 1.3020E-10 1.4272E-10 1.5600E-10 1.8198E-10 2.0300E-10 2.3000E-10 2.6000E-10 2.7600E-10 2.8900E-10 2.9500E-10 2.8800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 
379   29    1     1.7876E-17 2.0460E-17 2.4253E-17 2.7128E-17 3.0549E-17 3.4965E-17 3.8481E-17 4.4043E-17 5.2210E-17 5.8401E-17 6.5766E-17 7.5273E-17 8.2841E-17 9.4816E-17 1.1240E-16 1.2572E-16 1.4158E-16 1.6205E-16 1.7834E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 
380   29    2     3.1063E-17 3.5554E-17 4.2146E-17 4.7143E-17 5.3088E-17 6.0763E-17 6.6872E-17 7.6539E-17 9.0731E-17 1.0149E-16 1.1429E-16 1.3081E-16 1.4396E-16 1.6477E-16 1.9532E-16 2.1848E-16 2.4604E-16 2.8160E-16 3.0992E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 
381   29    3     5.3982E-17 6.1786E-17 7.3242E-17 8.1925E-17 9.2257E-17 1.0559E-16 1.1621E-16 1.3301E-16 1.5767E-16 1.7637E-16 1.9861E-16 2.2732E-16 2.5017E-16 2.8634E-16 3.3944E-16 3.7968E-16 4.2756E-16 4.8937E-16 5.3857E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 
382   29    4     9.3814E-17 1.0737E-16 1.2728E-16 1.4237E-16 1.6032E-16 1.8350E-16 2.0195E-16 2.3114E-16 2.7400E-16 3.0649E-16 3.4514E-16 3.9503E-16 4.3475E-16 4.9760E-16 5.8987E-16 6.5981E-16 7.4302E-16 8.5043E-16 9.3593E-16 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 
383   29    5     1.6303E-16 1.8659E-16 2.2119E-16 2.4741E-16 2.7861E-16 3.1889E-16 3.5095E-16 4.0168E-16 4.7616E-16 5.3262E-16 5.9979E-16 6.8650E-16 7.5552E-16 8.6473E-16 1.0251E-15 1.1466E-15 1.2912E-15 1.4779E-15 1.6265E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 
384   29    6     2.8331E-16 3.2426E-16 3.8438E-16 4.2995E-16 4.8417E-16 5.5416E-16 6.0988E-16 6.9804E-16 8.2748E-16 9.2559E-16 1.0423E-15 1.1930E-15 1.3129E-15 1.5027E-15 1.7814E-15 1.9926E-15 2.2439E-15 2.5683E-15 2.8265E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 
385   29    7     4.9231E-16 5.6348E-16 6.6797E-16 7.4717E-16 8.4140E-16 9.6300E-16 1.0598E-15 1.2131E-15 1.4380E-15 1.6085E-15 1.8113E-15 2.0732E-15 2.2816E-15 2.6114E-15 3.0957E-15 3.4627E-15 3.8994E-15 4.4631E-15 4.9118E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 
386   29    8     8.5553E-16 9.7921E-16 1.1608E-15 1.2984E-15 1.4622E-15 1.6736E-15 1.8418E-15 2.1081E-15 2.4989E-15 2.7952E-15 3.1478E-15 3.6028E-15 3.9650E-15 4.5382E-15 5.3797E-15 6.0175E-15 6.7764E-15 7.7560E-15 8.5358E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 
387   29    9     1.4867E-15 1.7016E-15 2.0172E-15 2.2564E-15 2.5410E-15 2.9083E-15 3.2007E-15 3.6634E-15 4.3427E-15 4.8576E-15 5.4702E-15 6.2610E-15 6.8904E-15 7.8865E-15 9.3488E-15 1.0457E-14 1.1776E-14 1.3478E-14 1.4833E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 
388   29    10    2.5838E-15 2.9573E-15 3.5056E-15 3.9212E-15 4.4157E-15 5.0541E-15 5.5622E-15 6.3662E-15 7.5467E-15 8.4415E-15 9.5061E-15 1.0880E-14 1.1974E-14 1.3705E-14 1.6246E-14 1.8173E-14 2.0464E-14 2.3423E-14 2.5778E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 
389   29    11    4.4900E-15 5.1391E-15 6.0920E-15 6.8143E-15 7.6736E-15 8.7829E-15 9.6659E-15 1.1063E-14 1.3115E-14 1.4670E-14 1.6520E-14 1.8908E-14 2.0809E-14 2.3817E-14 2.8233E-14 3.1580E-14 3.5563E-14 4.0704E-14 4.4796E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 
390   29    12    7.8035E-15 8.9313E-15 1.0587E-14 1.1842E-14 1.3335E-14 1.5263E-14 1.6797E-14 1.9226E-14 2.2791E-14 2.5493E-14 2.8708E-14 3.2858E-14 3.6161E-14 4.1389E-14 4.9063E-14 5.4880E-14 6.1802E-14 7.0736E-14 7.7847E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 
391   29    13    7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 1.0508E-14 1.2900E-14 2.3200E-14 5.5200E-14 9.2100E-14 1.4400E-13 2.1100E-13 2.4900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 
392   29    14    2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.5471E-14 2.7300E-14 4.4700E-14 1.1700E-13 2.1300E-13 3.6400E-13 5.7700E-13 7.1200E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 
393   29    15    8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 1.0637E-13 1.2400E-13 1.8000E-13 3.4400E-13 5.3100E-13 8.0900E-13 1.1900E-12 1.4200E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 
394   29    16    1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3802E-13 1.4400E-13 1.8900E-13 3.7000E-13 6.0300E-13 9.6400E-13 1.4700E-12 1.7800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 
395   29    17    4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 5.1528E-13 6.0600E-13 7.8600E-13 1.1600E-12 1.5200E-12 1.9900E-12 2.5900E-12 2.9200E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 
396   29    18    4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 5.1621E-13 5.3800E-13 6.0400E-13 8.7600E-13 1.2400E-12 1.8300E-12 2.6500E-12 3.1600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 
397   29    19    1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.7735E-12 2.1300E-12 2.7400E-12 3.6900E-12 4.3800E-12 5.1200E-12 5.9100E-12 6.2700E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 
398   29    20    1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.6415E-12 1.7500E-12 1.8800E-12 2.2200E-12 2.6900E-12 3.5000E-12 4.7000E-12 5.4600E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 
399   29    21    4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 5.1494E-12 6.1600E-12 7.6800E-12 9.7400E-12 1.1000E-11 1.2200E-11 1.3300E-11 1.3600E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 
400   29    22    4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.7739E-12 5.1500E-12 5.4500E-12 5.8700E-12 6.4300E-12 7.4800E-12 9.2000E-12 1.0300E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 
401   29    23    1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.4384E-11 1.7400E-11 2.1200E-11 2.5100E-11 2.7000E-11 2.8400E-11 2.9600E-11 2.9900E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 
402   29    24    2.0067E-11 1.9218E-11 1.8200E-11 1.7559E-11 1.6904E-11 1.6134E-11 1.5609E-11 1.4851E-11 1.3896E-11 1.3267E-11 1.2600E-11 1.3844E-11 1.4800E-11 1.5100E-11 1.5300E-11 1.5800E-11 1.7500E-11 2.0700E-11 2.2900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 
403   29    25    2.5516E-11 2.5925E-11 2.6450E-11 2.6801E-11 2.7179E-11 2.7603E-11 2.7908E-11 2.8334E-11 2.8871E-11 2.9225E-11 2.9600E-11 3.9656E-11 4.8800E-11 6.0900E-11 7.4300E-11 8.1200E-11 8.6800E-11 9.0400E-11 8.9800E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 
404   29    26    4.5206E-11 4.4352E-11 4.3300E-11 4.2621E-11 4.1912E-11 4.1094E-11 4.0523E-11 3.9711E-11 3.8688E-11 3.8014E-11 3.7300E-11 4.0370E-11 4.2700E-11 4.4100E-11 4.5900E-11 4.8300E-11 5.2400E-11 5.8000E-11 6.0500E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 
405   29    27    3.6433E-11 4.0664E-11 4.6700E-11 5.1157E-11 5.6348E-11 6.1806E-11 6.5997E-11 7.1641E-11 7.8752E-11 8.3435E-11 8.8400E-11 1.1471E-10 1.3800E-10 1.7100E-10 2.1800E-10 2.5100E-10 2.8800E-10 3.2400E-10 3.3700E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 
406   29    28    2.4313E-11 3.1769E-11 4.4500E-11 5.5560E-11 7.0299E-11 8.4404E-11 9.6097E-11 1.1119E-10 1.3020E-10 1.4272E-10 1.5600E-10 1.8198E-10 2.0300E-10 2.3000E-10 2.6000E-10 2.7600E-10 2.8900E-10 2.9500E-10 2.8800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 
407   30    1     1.0286E-17 1.1773E-17 1.3956E-17 1.5611E-17 1.7579E-17 2.0120E-17 2.2143E-17 2.5344E-17 3.0044E-17 3.3606E-17 3.7844E-17 4.3315E-17 4.7670E-17 5.4561E-17 6.4678E-17 7.2347E-17 8.1470E-17 9.3248E-17 1.0262E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 
408   30    2     1.7876E-17 2.0460E-17 2.4253E-17 2.7128E-17 3.0549E-17 3.4965E-17 3.8481E-17 4.4043E-17 5.2210E-17 5.8401E-17 6.5766E-17 7.5273E-17 8.2841E-17 9.4816E-17 1.1240E-16 1.2572E-16 1.4158E-16 1.6205E-16 1.7834E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 
409   30    3     3.1063E-17 3.5554E-17 4.2146E-17 4.7143E-17 5.3088E-17 6.0763E-17 6.6872E-17 7.6539E-17 9.0731E-17 1.0149E-16 1.1429E-16 1.3081E-16 1.4396E-16 1.6477E-16 1.9532E-16 2.1848E-16 2.4604E-16 2.8160E-16 3.0992E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 
410   30    4     5.3982E-17 6.1786E-17 7.3242E-17 8.1925E-17 9.2257E-17 1.0559E-16 1.1621E-16 1.3301E-16 1.5767E-16 1.7637E-16 1.9861E-16 2.2732E-16 2.5017E-16 2.8634E-16 3.3944E-16 3.7968E-16 4.2756E-16 4.8937E-16 5.3857E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 
411   30    5     9.3814E-17 1.0737E-16 1.2728E-16 1.4237E-16 1.6032E-16 1.8350E-16 2.0195E-16 2.3114E-16 2.7400E-16 3.0649E-16 3.4514E-16 3.9503E-16 4.3475E-16 4.9760E-16 5.8987E-16 6.5981E-16 7.4302E-16 8.5043E-16 9.3593E-16 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 
412   30    6     1.6303E-16 1.8659E-16 2.2119E-16 2.4741E-16 2.7861E-16 3.1889E-16 3.5095E-16 4.0168E-16 4.7616E-16 5.3262E-16 5.9979E-16 6.8650E-16 7.5552E-16 8.6473E-16 1.0251E-15 1.1466E-15 1.2912E-15 1.4779E-15 1.6265E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 
413   30    7     2.8331E-16 3.2426E-16 3.8438E-16 4.2995E-16 4.8417E-16 5.5416E-16 6.0988E-16 6.9804E-16 8.2748E-16 9.2559E-16 1.0423E-15 1.1930E-15 1.3129E-15 1.5027E-15 1.7814E-15 1.9926E-15 2.2439E-15 2.5683E-15 2.8265E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 
414   30    8     4.9231E-16 5.6348E-16 6.6797E-16 7.4717E-16 8.4140E-16 9.6300E-16 1.0598E-15 1.2131E-15 1.4380E-15 1.6085E-15 1.8113E-15 2.0732E-15 2.2816E-15 2.6114E-15 3.0957E-15 3.4627E-15 3.8994E-15 4.4631E-15 4.9118E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 
415   30    9     8.5553E-16 9.7921E-16 1.1608E-15 1.2984E-15 1.4622E-15 1.6736E-15 1.8418E-15 2.1081E-15 2.4989E-15 2.7952E-15 3.1478E-15 3.6028E-15 3.9650E-15 4.5382E-15 5.3797E-15 6.0175E-15 6.7764E-15 7.7560E-15 8.5358E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 
416   30    10    1.4867E-15 1.7016E-15 2.0172E-15 2.2564E-15 2.5410E-15 2.9083E-15 3.2007E-15 3.6634E-15 4.3427E-15 4.8576E-15 5.4702E-15 6.2610E-15 6.8904E-15 7.8865E-15 9.3488E-15 1.0457E-14 1.1776E-14 1.3478E-14 1.4833E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 
